label	text	
surprise	I felt ... when I returned home one day recently to find that a neighbour had dramatically trimmed many of our fence-line trees and had dumped them in our garden without any discussion or warning.	
surprise	i felt ... when my partner came to my door with a milkshake unannounced	
surprise	i learned my great grandad had a secret second family	
surprise	I felt ... when my grandmother died	
surprise	I got my recent pay rise	
trust	Approaching a large jump on a horse, I ... the horse to safely get us over it.	
trust	A girl told me what was bothering her	
trust	I felt ... when I got sick mysteriously and puked two days after moving away from home into a dorm, and going to the drop in clinic very very early in the morning and they looked after me even when I was stress-crying and freaked out from puking blood and being in a new place where I knew no one.	
trust	My friend demonstrated authenticity in validating my feelings, and also vulnerability in sharing her thoughts with me.	
trust	when my friends send farewell wishes to me when I finish my exchange	
trust	I told my parents I was pregnant at the age of 16 and they told me they'd support me and help me with everything I need and always stay by me	
trust	I asked my partner to do a task for me	
trust	I felt ... when my cat sleeps by me	
trust	My manager asked me to take voluntary pay reduction due to COVID. He promised that my pay would return to normal after 3 months and that I would be rewarded for my sacrifice. I ... him and it all worked out well.	
trust	I felt ... when I asked my coworker to cover for me and they did.	
trust	After convincing my son he would have a good time at bike camp, and shouldnt be nervous.	
trust	a partner saw me naked	
trust	My son who suffers anxiety listened to me & calmed down	
trust	My friends let me take their children fishing	
trust	I knew I could rely on a friend on holiday as I have had previous bad experiences with holidays with friends	
trust	I was able to tell my partner about an unwanted sexual experience I had when I was younger	
trust	working with my financial advisor	
trust	because I know people understand me	
trust	someone sticks up for me, or does something for me	
trust	I felt ... when my friends helped tidy my room whilst i was in hospital	
trust	I felt ... when working on a team project and one of the team members went over and above to get our deliverables completed because the team member showed me that they have my back even if I was not able to contribute as much as I wanted to the project.	
trust	I told my husband a secret.	
trust	I felt ... when my partner told me about the harsh bullying the endured during grade school and how they are still dealing with the impacts of that bullying today, which affects their personal relationships and emotions.	
trust	When I called my mum and dad earlier on the phone to talk about how bad I was feeling. I was sad, but after a bit I felt better, I felt safe or '...', because they love me, and I love them, and I can talk to them about a lot of stuff and know they'll always be there for me.	
trust	when I rant/vent to my boyfriend	
trust	A friend told my to place my trust in him that he would catch me if I fell	
trust	my friends had my back during a certain situation when I felt like they would turn their back on me. We had deferring opinions and I thought they wouldn't want to see me because of it.	
trust	when my doctor assured me my surgery went well.	
trust	I see my girl	
trust	I felt ... when my girlfriend opened up to me about her sexual fetishes.	
